block_practice_file,correct_answer,thisN,thisTrialN,thisRepN,stimuli_no,stimulus,valence,sex,switch_condition,BI_condition,minus1_valence,minus2_valence,switch_type,BI_type,key_resp_block_practice.keys,key_resp_block_practice.rt,key_resp_block_practice.duration,textbox_answer_block_practice.text,mouse_block_practice.x,mouse_block_practice.y,mouse_block_practice.leftButton,mouse_block_practice.midButton,mouse_block_practice.rightButton,mouse_block_practice.time,mouse_block_practice.clicked_name,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_continue_check.keys,key_resp_continue_check.rt,key_resp_continue_check.duration,block_file,key_resp_block.keys,key_resp_block.rt,key_resp_block.duration,textbox_answer_block.text,mouse_answer_block.x,mouse_answer_block.y,mouse_answer_block.leftButton,mouse_answer_block.midButton,mouse_answer_block.rightButton,mouse_answer_block.time,mouse_answer_block.clicked_name,key_resp_feedback_block.keys,key_resp_feedback_block.rt,key_resp_feedback_block.duration,key_resp_contiue_check_block.keys,key_resp_contiue_check_block.rt,key_resp_contiue_check_block.duration,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_block_practice.thisRepN,loop_block_practice.thisTrialN,loop_block_practice.thisN,loop_block_practice.thisIndex,loop_primary.thisRepN,loop_primary.thisTrialN,loop_primary.thisN,loop_primary.thisIndex,loop_block.thisRepN,loop_block.thisTrialN,loop_block.thisN,loop_block.thisIndex,thisRow.t,notes,welcome.started,image_welcome.started,key_resp_welcome.started,welcome.stopped,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,refresh.started,text_refresh.started,text_refresh.stopped,refresh.stopped,practice_instruct.started,image_practice_instruct.started,key_resp_practice_instruct.started,practice_instruct.stopped,key_resp_practice_instruct.keys,key_resp_practice_instruct.rt,key_resp_practice_instruct.duration,fixation.started,text_fixation.started,fixation.stopped,block_practice.started,image_block_practice.started,key_resp_block_practice.started,block_practice.stopped,loop_block_practice.key_resp_block_practice.keys,loop_block_practice.key_resp_block_practice.rt,loop_block_practice.key_resp_block_practice.duration,answer_block_practice.started,text_answer_block_practice.started,textbox_answer_block_practice.started,button_text_block_practice.started,mouse_block_practice.started,answer_block_practice.stopped,loop_practice.textbox_answer_block_practice.text,loop_practice.mouse_block_practice.x,loop_practice.mouse_block_practice.y,loop_practice.mouse_block_practice.leftButton,loop_practice.mouse_block_practice.midButton,loop_practice.mouse_block_practice.rightButton,loop_practice.mouse_block_practice.time,loop_practice.mouse_block_practice.clicked_name,num_correct,feedback_block_practice.started,text_feedback_block_practice.started,text_feedback_note_practice.started,key_resp.started,feedback_block_practice.stopped,loop_practice.key_resp.keys,loop_practice.key_resp.rt,loop_practice.key_resp.duration,continue_check.started,image_continue_check.started,key_resp_continue_check.started,continue_check.stopped,loop_practice.key_resp_continue_check.keys,loop_practice.key_resp_continue_check.rt,loop_practice.key_resp_continue_check.duration,primary_task_welcome.started,image_primary_welcome.started,key_resp_primary_welcome.started,primary_task_welcome.stopped,key_resp_primary_welcome.keys,key_resp_primary_welcome.rt,key_resp_primary_welcome.duration,text_fixation.stopped,block.started,image_block.started,key_resp_block.started,block.stopped,loop_block.key_resp_block.keys,loop_block.key_resp_block.rt,loop_block.key_resp_block.duration,answer_block.started,text_answer_block.started,textbox_answer_block.started,button_answer_block.started,mouse_answer_block.started,answer_block.stopped,loop_primary.textbox_answer_block.text,loop_primary.mouse_answer_block.x,loop_primary.mouse_answer_block.y,loop_primary.mouse_answer_block.leftButton,loop_primary.mouse_answer_block.midButton,loop_primary.mouse_answer_block.rightButton,loop_primary.mouse_answer_block.time,loop_primary.mouse_answer_block.clicked_name,feedback_block.started,text_feedback_block.started,text_feedback_block_note.started,key_resp_feedback_block.started,feedback_block.stopped,loop_primary.key_resp_feedback_block.keys,loop_primary.key_resp_feedback_block.rt,loop_primary.key_resp_feedback_block.duration,continue_check_block.started,text_continue_check_block.started,text_continue_prompt.started,key_resp_contiue_check_block.started,continue_check_block.stopped,loop_primary.key_resp_contiue_check_block.keys,loop_primary.key_resp_contiue_check_block.rt,loop_primary.key_resp_contiue_check_block.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.20671187499829,25.210969332998502,25.413401665999118,25.405878374996973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
,685,0,0,0,1,faces/SAF20.bmp,sad,female,begin,nonBI,non,non,begin,non,,,,,,,,,,,,,,,,,,block_1.xlsx,space,0.4603393750003306,None,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,26.423790332999488,,,,,,,,,26.89083804099937,26.896610249998048,27.09297766599775,27.08926149999752,,,,,,,,25.411119499996857,25.413401665999118,26.405771290999837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.423790332999488,26.42086408299656,26.423790332999488,26.423790332999488,26.890754915999423,space,0.4603393750003306,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
,685,1,1,0,2,faces/NEF15.bmp,neutral,female,s,nonBI,sad,non,sn,snh1,,,,,,,,,,,,,,,,,,block_1.xlsx,space,0.1817624169998453,None,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,27.09297766599775,,,,,,,,,27.277131415998156,27.287494540996704,27.48485079099919,27.4726240409982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.09087229099896,27.09297766599775,27.09297766599775,27.27707391599688,space,0.1817624169998453,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
,685,2,2,0,3,faces/HAF118.bmp,happy,female,s,control,neutral,sad,nh,snh,,,,,,,,,,,,,,,,,,block_1.xlsx,space,0.24037212500115857,None,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,27.48485079099919,,,,,,,,,27.727857415997278,27.737709832999826,27.9268146659997,27.92263166599878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.48135870799888,27.48485079099919,27.48485079099919,27.72778845799985,space,0.24037212500115857,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
,685,3,3,0,4,faces/HAM1.bmp,happy,male,ns,nonBI,happy,neutral,hh,non,,,,,,,,,,,,,,,,,,block_1.xlsx,space,0.21792233399901306,None,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,27.9268146659997,,,,,,,,,28.156804665999516,28.161690207998618,28.35968008299824,28.355785832998663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.924709040999005,27.9268146659997,27.9268146659997,28.156742457998917,space,0.21792233399901306,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
,685,4,4,0,5,faces/NEM11.bmp,neutral,male,s,nonBI,happy,happy,hn,hnh1,,,,,,,,,,,,,,,,,,block_1.xlsx,space,0.202932416999829,None,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,28.35968008299824,,,,,,,,,28.573452749998978,28.57826749999731,28.77591320799911,28.772512124996865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.357476124998357,28.35968008299824,28.35968008299824,28.573390999998082,space,0.202932416999829,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
,685,5,5,0,6,faces/HAM2.bmp,happy,male,s,BI,neutral,happy,nh,hnh,,,,,,,,,,,,,,,,,,block_1.xlsx,space,0.23726220800017472,None,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,28.77591320799911,,,,,,,,,29.023093290998077,29.030370624997886,29.234604957997362,29.222802790998685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.773872624999058,28.77591320799911,28.77591320799911,29.023035374997562,space,0.23726220800017472,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
,685,6,6,0,7,faces/HAF122.bmp,happy,female,ns,nonBI,happy,neutral,hh,non,,,,,,,,,,,,,,,,,,block_1.xlsx,space,0.18428641600257833,None,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,29.234604957997362,,,,,,,,,29.423055832998216,29.427313582997158,29.626959790999535,29.62257579099969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.231052165996516,29.234604957997362,29.234604957997362,29.423004790998675,space,0.18428641600257833,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
,685,7,7,0,8,faces/SAM10.bmp,sad,male,s,nonBI,happy,happy,hs,hsn1,,,,,,,,,,,,,,,,,,block_1.xlsx,space,0.22604079200027627,None,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,29.626959790999535,,,,,,,,,29.856864374996803,29.859372207996785,30.054461165997054,30.045862499999203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.624623790998157,29.626959790999535,29.626959790999535,29.85680224999669,space,0.22604079200027627,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
,685,8,8,0,9,faces/NEM14.bmp,neutral,male,s,control,sad,happy,sn,hsn,,,,,,,,,,,,,,,,,,block_1.xlsx,space,0.264182749997417,None,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,30.054461165997054,,,,,,,,,30.32425712499753,30.326674207997712,30.52851833299792,30.5223433329993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.04745066599935,30.054461165997054,30.054461165997054,30.324184457997035,space,0.264182749997417,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
,685,9,9,0,10,faces/NEF35.bmp,neutral,female,ns,nonBI,neutral,sad,nn,non,,,,,,,,,,,,,,,,,,block_1.xlsx,space,0.19741658299972187,None,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,30.52851833299792,,,,,,,,,30.72767537499749,30.738040624997666,30.92712499999834,30.922794707999856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5240418329995,30.52851833299792,30.52851833299792,30.727603165996697,space,0.19741658299972187,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
,685,10,10,0,11,faces/HAF1.bmp,happy,female,s,nonBI,neutral,neutral,nh,nhn1,,,,,,,,,,,,,,,,,,block_1.xlsx,space,0.24932229200203437,None,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,30.92712499999834,,,,,,,,,31.178752082996652,31.187909415999457,31.376705374997982,31.372543415996915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.924768290999054,30.92712499999834,30.92712499999834,31.178687290997914,space,0.24932229200203437,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
,685,11,11,0,12,faces/NEF45.bmp,neutral,female,s,BI,happy,neutral,hn,nhn,,,,,,,,,,,,,,,,,,block_1.xlsx,space,0.21534383300240734,None,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,31.376705374997982,,,,,,,,,31.593593165998755,31.604566874997545,31.79416816599769,31.789785749999282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.374373082999227,31.376705374997982,31.376705374997982,31.593524165997223,space,0.21534383300240734,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
,685,12,12,0,13,faces/NEM15.bmp,neutral,male,ns,nonBI,neutral,happy,nn,non,,,,,,,,,,,,,,,,,,block_1.xlsx,space,0.2525896660008584,None,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,31.79416816599769,,,,,,,,,32.04939883299812,32.05398287499702,32.252809999998135,32.23966749999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.791638957998657,31.79416816599769,31.79416816599769,32.04932395799915,space,0.2525896660008584,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
,685,13,13,0,14,faces/SAM29.bmp,sad,male,s,nonBI,neutral,neutral,ns,nsn1,,,,,,,,,,,,,,,,,,block_1.xlsx,space,0.19536279199746787,None,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,32.252809999998135,,,,,,,,,32.45648683299805,32.46169445799751,32.65895362499941,32.65603416599697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.249018124999566,32.252809999998135,32.252809999998135,32.45643512499737,space,0.19536279199746787,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
,685,14,14,0,15,faces/NEF60.bmp,neutral,female,s,BI,sad,neutral,sn,nsn,,,,,,,,,,,,,,,,,,block_1.xlsx,space,0.2685743330002879,None,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,32.65895362499941,,,,,,,,,32.940434207997896,32.94542229099898,33.151252374998876,33.13952112499828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.65735683299863,32.65895362499941,32.65895362499941,32.94036424999649,space,0.2685743330002879,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
,685,15,15,0,16,faces/SAF31.bmp,sad,female,s,nonBI,neutral,sad,ns,non,,,,,,,,,,,,,,,,,,block_1.xlsx,space,0.18148287499934668,None,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,33.151252374998876,,,,,,,,,33.33962516599786,33.3436944999994,33.54500691599969,33.52985504099706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.14814508299969,33.151252374998876,33.151252374998876,33.339575790996605,space,0.18148287499934668,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
,685,16,16,0,17,faces/SAF32.bmp,sad,female,ns,nonBI,sad,neutral,ss,non,,,,,,,,,,,,,,,,,,block_1.xlsx,space,0.17847299999993993,None,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,33.54500691599969,,,,,,,,,33.726954665999074,33.73794579099922,33.92782937499942,33.92299295799967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.537706332997914,33.54500691599969,33.54500691599969,33.726900582998496,space,0.17847299999993993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
,685,17,17,0,18,faces/HAM5.bmp,happy,male,s,nonBI,sad,sad,sh,shn1,,,,,,,,,,,,,,,,,,block_1.xlsx,space,0.24458754200168187,None,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,33.92782937499942,,,,,,,,,34.174308374997054,34.1772246249966,34.3774628329993,34.37292508299652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9255195409969,33.92782937499942,33.92782937499942,34.17422924999846,space,0.24458754200168187,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
,685,18,18,0,19,faces/NEF62.bmp,neutral,female,s,control,happy,sad,hn,shn,,,,,,,,,,,,,,,,,,block_1.xlsx,space,0.16967633400054183,None,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,34.3774628329993,,,,,,,,,34.55751162499655,34.56294162499762,34.766287915997964,34.75663066599736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.37453362499946,34.3774628329993,34.3774628329993,34.55744208299802,space,0.16967633400054183,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
,685,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,block_1.xlsx,,,,124,[0.08],[-0.36],[1],[0],[0],[5.318314207997901],['button_answer_block'],space,0.766450540999358,None,space,0.6308578749994922,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,41.89106258299944,41.89613620799719,42.09273558299901,42.089981290999276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.76005270799942,34.766287915997964,34.766287915997964,34.766287915997964,0.0025786249971133657,40.078886582999985,124,[0.08],[-0.36],[1],[0],[0],[5.318314207997901],['button_answer_block'],40.27510054099912,40.27880599999844,40.27880599999844,40.27880599999844,41.04692904100011,space,0.766450540999358,None,41.24747658299748,41.25122287499835,41.25122287499835,41.25122287499835,41.89099045799958,space,0.6308578749994922,None,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
,666,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,block_2.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,42.09273558299901,,,,,,,,,,,,,,,,,,,,42.09018766599911,42.09273558299901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
