block_practice_file,correct_answer,thisN,thisTrialN,thisRepN,stimuli_no,stimulus,valence,sex,switch_condition,BI_condition,minus1_valence,minus2_valence,switch_type,BI_type,key_resp_block_practice.keys,key_resp_block_practice.rt,key_resp_block_practice.duration,textbox_answer_block_practice1.text,textbox_answer_block_practice2.text,textbox_answer_block_practice3.text,mouse_block_practice.x,mouse_block_practice.y,mouse_block_practice.leftButton,mouse_block_practice.midButton,mouse_block_practice.rightButton,mouse_block_practice.time,mouse_block_practice.clicked_name,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_continue_check.keys,key_resp_continue_check.rt,key_resp_continue_check.duration,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_block_practice.thisRepN,loop_block_practice.thisTrialN,loop_block_practice.thisN,loop_block_practice.thisIndex,thisRow.t,notes,welcome.started,image_welcome.started,key_resp_welcome.started,welcome.stopped,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,refresh.started,text_refresh.started,text_refresh.stopped,refresh.stopped,practice_instruct.started,image_practice_instruct.started,key_resp_practice_instruct.started,practice_instruct.stopped,key_resp_practice_instruct.keys,key_resp_practice_instruct.rt,key_resp_practice_instruct.duration,fixation.started,text_fixation.started,text_fixation.stopped,fixation.stopped,block_practice.started,image_block_practice.started,key_resp_block_practice.started,block_practice.stopped,loop_block_practice.key_resp_block_practice.keys,loop_block_practice.key_resp_block_practice.rt,loop_block_practice.key_resp_block_practice.duration,answer_block_practice.started,text_answer_block_practice.started,textbox_answer_block_practice1.started,textbox_answer_block_practice2.started,textbox_answer_block_practice3.started,button_text_block_practice.started,mouse_block_practice.started,answer_block_practice.stopped,loop_practice.textbox_answer_block_practice1.text,loop_practice.textbox_answer_block_practice2.text,loop_practice.textbox_answer_block_practice3.text,loop_practice.mouse_block_practice.x,loop_practice.mouse_block_practice.y,loop_practice.mouse_block_practice.leftButton,loop_practice.mouse_block_practice.midButton,loop_practice.mouse_block_practice.rightButton,loop_practice.mouse_block_practice.time,loop_practice.mouse_block_practice.clicked_name,num_correct,feedback_block_practice.started,text_feedback_block_practice.started,text_feedback_note_practice.started,key_resp.started,feedback_block_practice.stopped,loop_practice.key_resp.keys,loop_practice.key_resp.rt,loop_practice.key_resp.duration,continue_check.started,image_continue_check.started,key_resp_continue_check.started,continue_check.stopped,loop_practice.key_resp_continue_check.keys,loop_practice.key_resp_continue_check.rt,loop_practice.key_resp_continue_check.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
block_practice_1.xlsx,688,12,12,0,13,faces/NEM5.bmp,neutral,male,s,nonBI,happy,happy,hn,hnh1,space,0.15839379200001247,None,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,21.745657082999998,,,,,,,,,21.912404166,21.916107416000003,22.115910958,22.11196262499999,,,,,,,,,,,,21.744477415999995,21.745657082999998,21.745657082999998,21.912363833,space,0.15839379200001247,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,13,13,0,14,faces/HAM38.bmp,happy,male,s,BI,neutral,happy,nh,hnh,space,0.07331895900000518,None,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,22.115910958,,,,,,,,,22.195849707999997,22.201298582999996,22.405486291000003,22.394959874999998,,,,,,,,,,,,22.113735582999993,22.115910958,22.115910958,22.195802625,space,0.07331895900000518,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,14,14,0,15,faces/HAF110.bmp,happy,female,ns,nonBI,happy,neutral,hh,non,space,0.12926304199999095,None,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,22.405486291000003,,,,,,,,,22.54569245799999,22.550839624999995,22.748497165999993,22.744893875000002,,,,,,,,,,,,22.402267249999994,22.405486291000003,22.405486291000003,22.54565149999999,space,0.12926304199999095,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,15,15,0,16,faces/SAM7.bmp,sad,male,s,nonBI,happy,happy,hs,hsn1,space,0.14805204199998911,None,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,22.748497165999993,,,,,,,,,22.898849124999998,22.910005333,23.098689582999995,23.09472787499999,,,,,,,,,,,,22.746471208000003,22.748497165999993,22.748497165999993,22.898811832999996,space,0.14805204199998911,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,16,16,0,17,faces/NEF35.bmp,neutral,female,s,control,sad,happy,sn,hsn,space,0.12521579200000588,None,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,23.098689582999995,,,,,,,,,23.228888083,23.231576500000003,23.426774499999993,23.415280582999998,,,,,,,,,,,,23.096449541,23.098689582999995,23.098689582999995,23.228851790999997,space,0.12521579200000588,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,17,17,0,18,faces/NEM6.bmp,neutral,male,ns,nonBI,neutral,sad,nn,non,space,0.17223066600000436,None,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,23.426774499999993,,,,,,,,,23.612339457999994,23.617149499999996,23.822684707999997,23.811393374999994,,,,,,,,,,,,23.416550875,23.426774499999993,23.426774499999993,23.612301665999993,space,0.17223066600000436,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,18,18,0,19,faces/SAF20.bmp,sad,female,s,nonBI,neutral,neutral,ns,nsn1,space,0.13625308299999972,None,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,23.822684707999997,,,,,,,,,23.962596415999997,23.964894540999993,24.16021183299999,24.148835665999997,,,,,,,,,,,,23.819463833,23.822684707999997,23.822684707999997,23.96255283299999,space,0.13625308299999972,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,19,19,0,20,faces/NEM15.bmp,neutral,male,s,BI,sad,neutral,sn,nsn,space,0.17510095900000522,None,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,24.16021183299999,,,,,,,,,24.345740082999995,24.350753708,24.548425832999996,24.54487083299999,,,,,,,,,,,,24.150453624999997,24.16021183299999,24.16021183299999,24.345698624999997,space,0.17510095900000522,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,20,20,0,21,faces/NEM59.bmp,neutral,male,ns,nonBI,neutral,sad,nn,non,space,0.3413936669999913,None,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,24.548425832999996,,,,,,,,,24.895902457999995,24.90102645799999,25.100629374999997,25.094934541,,,,,,,,,,,,24.54645783299999,24.548425832999996,24.548425832999996,24.89585870799999,space,0.3413936669999913,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,21,21,0,22,faces/SAF32.bmp,sad,female,s,nonBI,neutral,neutral,ns,non,space,0.3310884579999964,None,,,,,,,,,,,,,,,,,0,0,0,0,0,21,21,21,25.100629374999997,,,,,,,,,25.43341883299999,25.443607874999998,25.636242457999998,25.62828229099999,,,,,,,,,,,,25.097577665999992,25.100629374999997,25.100629374999997,25.433372832999993,space,0.3310884579999964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.633822832999996,25.636242457999998,25.830976416,25.828326457999992,,,,,,,,,,,,,,,,,,,25.632796874999997,25.636242457999998,25.636242457999998,25.636242457999998,25.636242457999998,25.636242457999998,-0.0005915410000056909,25.633040124999994,0,0,0,[],[],[],[],[],[],[],0,25.828388500000003,25.830976416,25.830976416,25.830976416,,,,,,,,,,,,,,,,,,,
